rank,match_1,match_2,match_3,match_4,match_5,match_6,match_7,match_8,match_9,match_10,match_11,match_12,match_13,signature,bucket,source_rank,unit_count,amount_cumulative_yen,proxy_score,note
18,2,1,2,0,0,2,1,2,2,0,2,2,1,2120021220221,base_core,18,1,1800,-6.206214,ベース90口。Hotでもまず1口だけ置く。
19,2,1,2,2,2,2,1,2,2,2,2,2,1,2122221222221,base_core,19,1,1900,-6.215556,ベース90口。Hotでもまず1口だけ置く。
20,2,1,2,2,0,2,0,2,2,1,2,2,1,2122020221221,base_core,20,1,2000,-6.216887,ベース90口。Hotでもまず1口だけ置く。
21,2,1,2,2,0,2,0,2,2,0,2,2,1,2122020220221,base_core,21,1,2100,-6.223742,ベース90口。Hotでもまず1口だけ置く。
22,2,1,2,1,2,2,0,2,2,1,2,2,1,2121220221221,base_core,22,1,2200,-6.250684,ベース90口。Hotでもまず1口だけ置く。
23,2,1,2,1,2,2,0,2,2,0,2,2,1,2121220220221,base_core,23,1,2300,-6.257539,ベース90口。Hotでもまず1口だけ置く。
24,2,1,2,0,2,2,1,2,2,2,2,2,1,2120221222221,base_core,24,1,2400,-6.261524,ベース90口。Hotでもまず1口だけ置く。
25,2,1,2,0,0,2,0,2,2,1,2,2,1,2120020221221,base_core,25,1,2500,-6.262854,ベース90口。Hotでもまず1口だけ置く。
26,2,1,2,0,0,2,0,2,2,0,2,2,1,2120020220221,base_core,26,1,2600,-6.269709,ベース90口。Hotでもまず1口だけ置く。
27,2,1,2,2,2,2,0,2,2,2,2,2,1,2122220222221,base_core,27,1,2700,-6.279052,ベース90口。Hotでもまず1口だけ置く。
28,2,1,2,2,0,2,2,2,2,1,2,2,1,2122022221221,base_core,28,1,2800,-6.307461,ベース90口。Hotでもまず1口だけ置く。
29,2,1,2,2,0,2,2,2,2,0,2,2,1,2122022220221,base_core,29,1,2900,-6.314316,ベース90口。Hotでもまず1口だけ置く。
30,2,1,2,0,2,2,0,2,2,2,2,2,1,2120220222221,base_core,30,1,3000,-6.325019,ベース90口。Hotでもまず1口だけ置く。
31,2,1,2,1,2,2,2,2,2,1,2,2,1,2121222221221,base_core,31,1,3100,-6.341258,ベース90口。Hotでもまず1口だけ置く。
32,2,1,2,1,2,2,2,2,2,0,2,2,1,2121222220221,base_core,32,1,3200,-6.348113,ベース90口。Hotでもまず1口だけ置く。
33,2,1,2,0,0,2,2,2,2,1,2,2,1,2120022221221,base_core,33,1,3300,-6.353429,ベース90口。Hotでもまず1口だけ置く。
34,2,1,2,0,0,2,2,2,2,0,2,2,1,2120022220221,base_core,34,1,3400,-6.360283,ベース90口。Hotでもまず1口だけ置く。
35,2,1,2,2,2,2,2,2,2,2,2,2,1,2122222222221,base_core,35,1,3500,-6.369626,ベース90口。Hotでもまず1口だけ置く。
36,2,0,2,2,2,2,1,2,2,1,2,2,1,2022221221221,base_core,36,1,3600,-6.400634,ベース90口。Hotでもまず1口だけ置く。
37,2,0,2,2,2,2,1,2,2,0,2,2,1,2022221220221,base_core,37,1,3700,-6.407489,ベース90口。Hotでもまず1口だけ置く。
38,2,1,2,0,2,2,2,2,2,2,2,2,1,2120222222221,base_core,38,1,3800,-6.415593,ベース90口。Hotでもまず1口だけ置く。
39,2,0,2,0,2,2,1,2,2,1,2,2,1,2020221221221,base_core,39,1,3900,-6.446602,ベース90口。Hotでもまず1口だけ置く。
40,2,0,2,0,2,2,1,2,2,0,2,2,1,2020221220221,base_core,40,1,4000,-6.453457,ベース90口。Hotでもまず1口だけ置く。
41,2,1,2,1,0,2,1,2,2,1,2,2,1,2121021221221,base_core,41,1,4100,-6.458847,ベース90口。Hotでもまず1口だけ置く。
42,2,0,2,2,2,2,0,2,2,1,2,2,1,2022220221221,base_core,42,1,4200,-6.464130,ベース90口。Hotでもまず1口だけ置く。
43,2,1,2,1,0,2,1,2,2,0,2,2,1,2121021220221,base_core,43,1,4300,-6.465702,ベース90口。Hotでもまず1口だけ置く。
44,2,0,2,2,2,2,0,2,2,0,2,2,1,2022220220221,base_core,44,1,4400,-6.470985,ベース90口。Hotでもまず1口だけ置く。
45,2,1,2,2,0,2,1,2,2,2,2,2,1,2122021222221,base_core,45,1,4500,-6.487214,ベース90口。Hotでもまず1口だけ置く。
46,2,0,2,0,2,2,0,2,2,1,2,2,1,2020220221221,base_core,46,1,4600,-6.510097,ベース90口。Hotでもまず1口だけ置く。
47,2,0,2,0,2,2,0,2,2,0,2,2,1,2020220220221,base_core,47,1,4700,-6.516952,ベース90口。Hotでもまず1口だけ置く。
48,2,1,2,1,2,2,1,2,2,2,2,2,1,2121221222221,base_core,48,1,4800,-6.521012,ベース90口。Hotでもまず1口だけ置く。
49,2,1,2,1,0,2,0,2,2,1,2,2,1,2121020221221,base_core,49,1,4900,-6.522342,ベース90口。Hotでもまず1口だけ置く。
50,2,1,2,1,0,2,0,2,2,0,2,2,1,2121020220221,base_core,50,1,5000,-6.529197,ベース90口。Hotでもまず1口だけ置く。
51,2,1,2,0,0,2,1,2,2,2,2,2,1,2120021222221,base_core,51,1,5100,-6.533182,ベース90口。Hotでもまず1口だけ置く。
52,2,1,2,2,0,2,0,2,2,2,2,2,1,2122020222221,base_core,52,1,5200,-6.550710,ベース90口。Hotでもまず1口だけ置く。
53,2,0,2,2,2,2,2,2,2,1,2,2,1,2022222221221,base_core,53,1,5300,-6.554704,ベース90口。Hotでもまず1口だけ置く。
54,2,0,2,2,2,2,2,2,2,0,2,2,1,2022222220221,base_core,54,1,5400,-6.561559,ベース90口。Hotでもまず1口だけ置く。
55,2,1,2,1,2,2,0,2,2,2,2,2,1,2121220222221,base_core,55,1,5500,-6.584507,ベース90口。Hotでもまず1口だけ置く。
56,2,1,2,0,0,2,0,2,2,2,2,2,1,2120020222221,base_core,56,1,5600,-6.596677,ベース90口。Hotでもまず1口だけ置く。
57,2,0,2,0,2,2,2,2,2,1,2,2,1,2020222221221,base_core,57,1,5700,-6.600671,ベース90口。Hotでもまず1口だけ置く。
58,2,0,2,0,2,2,2,2,2,0,2,2,1,2020222220221,base_core,58,1,5800,-6.607526,ベース90口。Hotでもまず1口だけ置く。
59,2,1,2,1,0,2,2,2,2,1,2,2,1,2121022221221,base_core,59,1,5900,-6.612917,ベース90口。Hotでもまず1口だけ置く。
60,2,1,2,1,0,2,2,2,2,0,2,2,1,2121022220221,base_core,60,1,6000,-6.619772,ベース90口。Hotでもまず1口だけ置く。
61,2,1,2,2,0,2,2,2,2,2,2,2,1,2122022222221,base_core,61,1,6100,-6.641284,ベース90口。Hotでもまず1口だけ置く。
62,2,0,2,2,0,2,1,2,2,1,2,2,1,2022021221221,base_core,62,1,6200,-6.672292,ベース90口。Hotでもまず1口だけ置く。
63,2,1,2,1,2,2,2,2,2,2,2,2,1,2121222222221,base_core,63,1,6300,-6.675081,ベース90口。Hotでもまず1口だけ置く。
64,2,0,2,2,0,2,1,2,2,0,2,2,1,2022021220221,base_core,64,1,6400,-6.679147,ベース90口。Hotでもまず1口だけ置く。
65,2,1,2,0,0,2,2,2,2,2,2,2,1,2120022222221,base_core,65,1,6500,-6.687251,ベース90口。Hotでもまず1口だけ置く。
66,2,0,2,1,2,2,1,2,2,1,2,2,1,2021221221221,base_core,66,1,6600,-6.706090,ベース90口。Hotでもまず1口だけ置く。
67,2,0,2,1,2,2,1,2,2,0,2,2,1,2021221220221,base_core,67,1,6700,-6.712945,ベース90口。Hotでもまず1口だけ置く。
68,2,0,2,0,0,2,1,2,2,1,2,2,1,2020021221221,base_core,68,1,6800,-6.718260,ベース90口。Hotでもまず1口だけ置く。
69,2,0,2,0,0,2,1,2,2,0,2,2,1,2020021220221,base_core,69,1,6900,-6.725115,ベース90口。Hotでもまず1口だけ置く。
70,2,1,0,2,2,2,1,2,2,1,2,2,1,2102221221221,base_core,70,1,7000,-6.727297,ベース90口。Hotでもまず1口だけ置く。
71,2,1,0,2,2,2,1,2,2,0,2,2,1,2102221220221,base_core,71,1,7100,-6.734152,ベース90口。Hotでもまず1口だけ置く。
72,2,0,2,2,2,2,1,2,2,2,2,2,1,2022221222221,base_core,72,1,7200,-6.734457,ベース90口。Hotでもまず1口だけ置く。
73,2,0,2,2,0,2,0,2,2,1,2,2,1,2022020221221,base_core,73,1,7300,-6.735788,ベース90口。Hotでもまず1口だけ置く。
74,2,0,2,2,0,2,0,2,2,0,2,2,1,2022020220221,base_core,74,1,7400,-6.742643,ベース90口。Hotでもまず1口だけ置く。
75,2,0,2,1,2,2,0,2,2,1,2,2,1,2021220221221,base_core,75,1,7500,-6.769585,ベース90口。Hotでもまず1口だけ置く。
76,2,1,0,0,2,2,1,2,2,1,2,2,1,2100221221221,base_core,76,1,7600,-6.773265,ベース90口。Hotでもまず1口だけ置く。
77,2,0,2,1,2,2,0,2,2,0,2,2,1,2021220220221,base_core,77,1,7700,-6.776440,ベース90口。Hotでもまず1口だけ置く。
78,2,1,0,0,2,2,1,2,2,0,2,2,1,2100221220221,base_core,78,1,7800,-6.780120,ベース90口。Hotでもまず1口だけ置く。
79,2,0,2,0,2,2,1,2,2,2,2,2,1,2020221222221,base_core,79,1,7900,-6.780425,ベース90口。Hotでもまず1口だけ置く。
80,2,0,2,0,0,2,0,2,2,1,2,2,1,2020020221221,base_core,80,1,8000,-6.781755,ベース90口。Hotでもまず1口だけ置く。
81,2,0,2,0,0,2,0,2,2,0,2,2,1,2020020220221,base_core,81,1,8100,-6.788610,ベース90口。Hotでもまず1口だけ置く。
82,2,1,0,2,2,2,0,2,2,1,2,2,1,2102220221221,base_core,82,1,8200,-6.790793,ベース90口。Hotでもまず1口だけ置く。
83,2,1,2,1,0,2,1,2,2,2,2,2,1,2121021222221,base_core,83,1,8300,-6.792670,ベース90口。Hotでもまず1口だけ置く。
84,2,1,0,2,2,2,0,2,2,0,2,2,1,2102220220221,base_core,84,1,8400,-6.797648,ベース90口。Hotでもまず1口だけ置く。
85,2,0,2,2,2,2,0,2,2,2,2,2,1,2022220222221,base_core,85,1,8500,-6.797953,ベース90口。Hotでもまず1口だけ置く。
86,2,0,2,2,0,2,2,2,2,1,2,2,1,2022022221221,base_core,86,1,8600,-6.826362,ベース90口。Hotでもまず1口だけ置く。
87,2,0,2,2,0,2,2,2,2,0,2,2,1,2022022220221,base_core,87,1,8700,-6.833217,ベース90口。Hotでもまず1口だけ置く。
88,2,1,0,0,2,2,0,2,2,1,2,2,1,2100220221221,base_core,88,1,8800,-6.836760,ベース90口。Hotでもまず1口だけ置く。
89,2,1,0,0,2,2,0,2,2,0,2,2,1,2100220220221,base_core,89,1,8900,-6.843615,ベース90口。Hotでもまず1口だけ置く。
90,2,0,2,0,2,2,0,2,2,2,2,2,1,2020220222221,base_core,90,1,9000,-6.843920,ベース90口。Hotでもまず1口だけ置く。
91,2,1,2,2,2,2,1,2,2,1,2,2,1,2122221221221,hot_extra,1,1,9100,-5.881733,Hot10追加1口。ベース90口に重ねる分。
92,2,1,2,2,2,2,1,2,2,0,2,2,1,2122221220221,hot_extra,2,1,9200,-5.888588,Hot10追加1口。ベース90口に重ねる分。
93,2,1,2,0,2,2,1,2,2,1,2,2,1,2120221221221,hot_extra,3,1,9300,-5.927701,Hot10追加1口。ベース90口に重ねる分。
94,2,1,2,0,2,2,1,2,2,0,2,2,1,2120221220221,hot_extra,4,1,9400,-5.934556,Hot10追加1口。ベース90口に重ねる分。
95,2,1,2,2,2,2,0,2,2,1,2,2,1,2122220221221,hot_extra,5,1,9500,-5.945229,Hot10追加1口。ベース90口に重ねる分。
96,2,1,2,2,2,2,0,2,2,0,2,2,1,2122220220221,hot_extra,6,1,9600,-5.952084,Hot10追加1口。ベース90口に重ねる分。
97,2,1,2,0,2,2,0,2,2,1,2,2,1,2120220221221,hot_extra,7,1,9700,-5.991196,Hot10追加1口。ベース90口に重ねる分。
98,2,1,2,0,2,2,0,2,2,0,2,2,1,2120220220221,hot_extra,8,1,9800,-5.998051,Hot10追加1口。ベース90口に重ねる分。
99,2,1,2,2,2,2,2,2,2,1,2,2,1,2122222221221,hot_extra,9,1,9900,-6.035803,Hot10追加1口。ベース90口に重ねる分。
100,2,1,2,2,2,2,2,2,2,0,2,2,1,2122222220221,hot_extra,10,1,10000,-6.042658,Hot10追加1口。ベース90口に重ねる分。
