rank,amount_cumulative_yen,pick_list,M01 エクアドル vs ドイツ,M02 日本 vs スウェーデン,M03 ウルグアイ vs スペイン,M04 コロンビア vs ポルトガル,M05 アルジェリア vs オーストリア,M06 チュニジア vs オランダ,M07 パラグアイ vs オーストラリア,M08 ノルウェー vs フランス,M09 パナマ vs イングランド,M10 コンゴ民主共和国 vs ウズベキスタン,M11 ヨルダン vs アルゼンチン,M12 ニュージーランド vs ベルギー,M13 クロアチア vs ガーナ,signature,match_1,match_2,match_3,match_4,match_5,match_6,match_7,match_8,match_9,match_10,match_11,match_12,match_13,bucket,source_rank,unit_count,proxy_score,note
11,1100,2 1 2 0 2 2 2 2 2 1 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,0: 引き分け,2: オーストリア勝ち,2: オランダ勝ち,2: オーストラリア勝ち,2: フランス勝ち,2: イングランド勝ち,1: コンゴ民主共和国勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2120222221221,2,1,2,0,2,2,2,2,2,1,2,2,1,direct,11,1,-6.081770,重複なしの直接購入行。1行を1口だけ買う。
12,1200,2 1 2 0 2 2 2 2 2 0 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,0: 引き分け,2: オーストリア勝ち,2: オランダ勝ち,2: オーストラリア勝ち,2: フランス勝ち,2: イングランド勝ち,0: 引き分け,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2120222220221,2,1,2,0,2,2,2,2,2,0,2,2,1,direct,12,1,-6.088625,重複なしの直接購入行。1行を1口だけ買う。
13,1300,2 1 2 2 0 2 1 2 2 1 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,2: ポルトガル勝ち,0: 引き分け,2: オランダ勝ち,1: パラグアイ勝ち,2: フランス勝ち,2: イングランド勝ち,1: コンゴ民主共和国勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2122021221221,2,1,2,2,0,2,1,2,2,1,2,2,1,direct,13,1,-6.153392,重複なしの直接購入行。1行を1口だけ買う。
14,1400,2 1 2 2 0 2 1 2 2 0 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,2: ポルトガル勝ち,0: 引き分け,2: オランダ勝ち,1: パラグアイ勝ち,2: フランス勝ち,2: イングランド勝ち,0: 引き分け,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2122021220221,2,1,2,2,0,2,1,2,2,0,2,2,1,direct,14,1,-6.160247,重複なしの直接購入行。1行を1口だけ買う。
15,1500,2 1 2 1 2 2 1 2 2 1 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,1: コロンビア勝ち,2: オーストリア勝ち,2: オランダ勝ち,1: パラグアイ勝ち,2: フランス勝ち,2: イングランド勝ち,1: コンゴ民主共和国勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2121221221221,2,1,2,1,2,2,1,2,2,1,2,2,1,direct,15,1,-6.187189,重複なしの直接購入行。1行を1口だけ買う。
16,1600,2 1 2 1 2 2 1 2 2 0 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,1: コロンビア勝ち,2: オーストリア勝ち,2: オランダ勝ち,1: パラグアイ勝ち,2: フランス勝ち,2: イングランド勝ち,0: 引き分け,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2121221220221,2,1,2,1,2,2,1,2,2,0,2,2,1,direct,16,1,-6.194044,重複なしの直接購入行。1行を1口だけ買う。
17,1700,2 1 2 0 0 2 1 2 2 1 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,0: 引き分け,0: 引き分け,2: オランダ勝ち,1: パラグアイ勝ち,2: フランス勝ち,2: イングランド勝ち,1: コンゴ民主共和国勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2120021221221,2,1,2,0,0,2,1,2,2,1,2,2,1,direct,17,1,-6.199359,重複なしの直接購入行。1行を1口だけ買う。
18,1800,2 1 2 0 0 2 1 2 2 0 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,0: 引き分け,0: 引き分け,2: オランダ勝ち,1: パラグアイ勝ち,2: フランス勝ち,2: イングランド勝ち,0: 引き分け,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2120021220221,2,1,2,0,0,2,1,2,2,0,2,2,1,direct,18,1,-6.206214,重複なしの直接購入行。1行を1口だけ買う。
19,1900,2 1 2 2 2 2 1 2 2 2 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,2: ポルトガル勝ち,2: オーストリア勝ち,2: オランダ勝ち,1: パラグアイ勝ち,2: フランス勝ち,2: イングランド勝ち,2: ウズベキスタン勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2122221222221,2,1,2,2,2,2,1,2,2,2,2,2,1,direct,19,1,-6.215556,重複なしの直接購入行。1行を1口だけ買う。
20,2000,2 1 2 2 0 2 0 2 2 1 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,2: ポルトガル勝ち,0: 引き分け,2: オランダ勝ち,0: 引き分け,2: フランス勝ち,2: イングランド勝ち,1: コンゴ民主共和国勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2122020221221,2,1,2,2,0,2,0,2,2,1,2,2,1,direct,20,1,-6.216887,重複なしの直接購入行。1行を1口だけ買う。
21,2100,2 1 2 2 0 2 0 2 2 0 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,2: ポルトガル勝ち,0: 引き分け,2: オランダ勝ち,0: 引き分け,2: フランス勝ち,2: イングランド勝ち,0: 引き分け,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2122020220221,2,1,2,2,0,2,0,2,2,0,2,2,1,direct,21,1,-6.223742,重複なしの直接購入行。1行を1口だけ買う。
22,2200,2 1 2 1 2 2 0 2 2 1 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,1: コロンビア勝ち,2: オーストリア勝ち,2: オランダ勝ち,0: 引き分け,2: フランス勝ち,2: イングランド勝ち,1: コンゴ民主共和国勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2121220221221,2,1,2,1,2,2,0,2,2,1,2,2,1,direct,22,1,-6.250684,重複なしの直接購入行。1行を1口だけ買う。
23,2300,2 1 2 1 2 2 0 2 2 0 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,1: コロンビア勝ち,2: オーストリア勝ち,2: オランダ勝ち,0: 引き分け,2: フランス勝ち,2: イングランド勝ち,0: 引き分け,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2121220220221,2,1,2,1,2,2,0,2,2,0,2,2,1,direct,23,1,-6.257539,重複なしの直接購入行。1行を1口だけ買う。
24,2400,2 1 2 0 2 2 1 2 2 2 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,0: 引き分け,2: オーストリア勝ち,2: オランダ勝ち,1: パラグアイ勝ち,2: フランス勝ち,2: イングランド勝ち,2: ウズベキスタン勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2120221222221,2,1,2,0,2,2,1,2,2,2,2,2,1,direct,24,1,-6.261524,重複なしの直接購入行。1行を1口だけ買う。
25,2500,2 1 2 0 0 2 0 2 2 1 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,0: 引き分け,0: 引き分け,2: オランダ勝ち,0: 引き分け,2: フランス勝ち,2: イングランド勝ち,1: コンゴ民主共和国勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2120020221221,2,1,2,0,0,2,0,2,2,1,2,2,1,direct,25,1,-6.262854,重複なしの直接購入行。1行を1口だけ買う。
26,2600,2 1 2 0 0 2 0 2 2 0 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,0: 引き分け,0: 引き分け,2: オランダ勝ち,0: 引き分け,2: フランス勝ち,2: イングランド勝ち,0: 引き分け,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2120020220221,2,1,2,0,0,2,0,2,2,0,2,2,1,direct,26,1,-6.269709,重複なしの直接購入行。1行を1口だけ買う。
27,2700,2 1 2 2 2 2 0 2 2 2 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,2: ポルトガル勝ち,2: オーストリア勝ち,2: オランダ勝ち,0: 引き分け,2: フランス勝ち,2: イングランド勝ち,2: ウズベキスタン勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2122220222221,2,1,2,2,2,2,0,2,2,2,2,2,1,direct,27,1,-6.279052,重複なしの直接購入行。1行を1口だけ買う。
28,2800,2 1 2 2 0 2 2 2 2 1 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,2: ポルトガル勝ち,0: 引き分け,2: オランダ勝ち,2: オーストラリア勝ち,2: フランス勝ち,2: イングランド勝ち,1: コンゴ民主共和国勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2122022221221,2,1,2,2,0,2,2,2,2,1,2,2,1,direct,28,1,-6.307461,重複なしの直接購入行。1行を1口だけ買う。
29,2900,2 1 2 2 0 2 2 2 2 0 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,2: ポルトガル勝ち,0: 引き分け,2: オランダ勝ち,2: オーストラリア勝ち,2: フランス勝ち,2: イングランド勝ち,0: 引き分け,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2122022220221,2,1,2,2,0,2,2,2,2,0,2,2,1,direct,29,1,-6.314316,重複なしの直接購入行。1行を1口だけ買う。
30,3000,2 1 2 0 2 2 0 2 2 2 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,0: 引き分け,2: オーストリア勝ち,2: オランダ勝ち,0: 引き分け,2: フランス勝ち,2: イングランド勝ち,2: ウズベキスタン勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2120220222221,2,1,2,0,2,2,0,2,2,2,2,2,1,direct,30,1,-6.325019,重複なしの直接購入行。1行を1口だけ買う。
31,3100,2 1 2 1 2 2 2 2 2 1 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,1: コロンビア勝ち,2: オーストリア勝ち,2: オランダ勝ち,2: オーストラリア勝ち,2: フランス勝ち,2: イングランド勝ち,1: コンゴ民主共和国勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2121222221221,2,1,2,1,2,2,2,2,2,1,2,2,1,direct,31,1,-6.341258,重複なしの直接購入行。1行を1口だけ買う。
32,3200,2 1 2 1 2 2 2 2 2 0 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,1: コロンビア勝ち,2: オーストリア勝ち,2: オランダ勝ち,2: オーストラリア勝ち,2: フランス勝ち,2: イングランド勝ち,0: 引き分け,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2121222220221,2,1,2,1,2,2,2,2,2,0,2,2,1,direct,32,1,-6.348113,重複なしの直接購入行。1行を1口だけ買う。
33,3300,2 1 2 0 0 2 2 2 2 1 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,0: 引き分け,0: 引き分け,2: オランダ勝ち,2: オーストラリア勝ち,2: フランス勝ち,2: イングランド勝ち,1: コンゴ民主共和国勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2120022221221,2,1,2,0,0,2,2,2,2,1,2,2,1,direct,33,1,-6.353429,重複なしの直接購入行。1行を1口だけ買う。
34,3400,2 1 2 0 0 2 2 2 2 0 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,0: 引き分け,0: 引き分け,2: オランダ勝ち,2: オーストラリア勝ち,2: フランス勝ち,2: イングランド勝ち,0: 引き分け,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2120022220221,2,1,2,0,0,2,2,2,2,0,2,2,1,direct,34,1,-6.360283,重複なしの直接購入行。1行を1口だけ買う。
35,3500,2 1 2 2 2 2 2 2 2 2 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,2: ポルトガル勝ち,2: オーストリア勝ち,2: オランダ勝ち,2: オーストラリア勝ち,2: フランス勝ち,2: イングランド勝ち,2: ウズベキスタン勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2122222222221,2,1,2,2,2,2,2,2,2,2,2,2,1,direct,35,1,-6.369626,重複なしの直接購入行。1行を1口だけ買う。
36,3600,2 0 2 2 2 2 1 2 2 1 2 2 1,2: ドイツ勝ち,0: 引き分け,2: スペイン勝ち,2: ポルトガル勝ち,2: オーストリア勝ち,2: オランダ勝ち,1: パラグアイ勝ち,2: フランス勝ち,2: イングランド勝ち,1: コンゴ民主共和国勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2022221221221,2,0,2,2,2,2,1,2,2,1,2,2,1,direct,36,1,-6.400634,重複なしの直接購入行。1行を1口だけ買う。
37,3700,2 0 2 2 2 2 1 2 2 0 2 2 1,2: ドイツ勝ち,0: 引き分け,2: スペイン勝ち,2: ポルトガル勝ち,2: オーストリア勝ち,2: オランダ勝ち,1: パラグアイ勝ち,2: フランス勝ち,2: イングランド勝ち,0: 引き分け,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2022221220221,2,0,2,2,2,2,1,2,2,0,2,2,1,direct,37,1,-6.407489,重複なしの直接購入行。1行を1口だけ買う。
38,3800,2 1 2 0 2 2 2 2 2 2 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,0: 引き分け,2: オーストリア勝ち,2: オランダ勝ち,2: オーストラリア勝ち,2: フランス勝ち,2: イングランド勝ち,2: ウズベキスタン勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2120222222221,2,1,2,0,2,2,2,2,2,2,2,2,1,direct,38,1,-6.415593,重複なしの直接購入行。1行を1口だけ買う。
39,3900,2 0 2 0 2 2 1 2 2 1 2 2 1,2: ドイツ勝ち,0: 引き分け,2: スペイン勝ち,0: 引き分け,2: オーストリア勝ち,2: オランダ勝ち,1: パラグアイ勝ち,2: フランス勝ち,2: イングランド勝ち,1: コンゴ民主共和国勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2020221221221,2,0,2,0,2,2,1,2,2,1,2,2,1,direct,39,1,-6.446602,重複なしの直接購入行。1行を1口だけ買う。
40,4000,2 0 2 0 2 2 1 2 2 0 2 2 1,2: ドイツ勝ち,0: 引き分け,2: スペイン勝ち,0: 引き分け,2: オーストリア勝ち,2: オランダ勝ち,1: パラグアイ勝ち,2: フランス勝ち,2: イングランド勝ち,0: 引き分け,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2020221220221,2,0,2,0,2,2,1,2,2,0,2,2,1,direct,40,1,-6.453457,重複なしの直接購入行。1行を1口だけ買う。
41,4100,2 1 2 1 0 2 1 2 2 1 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,1: コロンビア勝ち,0: 引き分け,2: オランダ勝ち,1: パラグアイ勝ち,2: フランス勝ち,2: イングランド勝ち,1: コンゴ民主共和国勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2121021221221,2,1,2,1,0,2,1,2,2,1,2,2,1,direct,41,1,-6.458847,重複なしの直接購入行。1行を1口だけ買う。
42,4200,2 0 2 2 2 2 0 2 2 1 2 2 1,2: ドイツ勝ち,0: 引き分け,2: スペイン勝ち,2: ポルトガル勝ち,2: オーストリア勝ち,2: オランダ勝ち,0: 引き分け,2: フランス勝ち,2: イングランド勝ち,1: コンゴ民主共和国勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2022220221221,2,0,2,2,2,2,0,2,2,1,2,2,1,direct,42,1,-6.464130,重複なしの直接購入行。1行を1口だけ買う。
43,4300,2 1 2 1 0 2 1 2 2 0 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,1: コロンビア勝ち,0: 引き分け,2: オランダ勝ち,1: パラグアイ勝ち,2: フランス勝ち,2: イングランド勝ち,0: 引き分け,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2121021220221,2,1,2,1,0,2,1,2,2,0,2,2,1,direct,43,1,-6.465702,重複なしの直接購入行。1行を1口だけ買う。
44,4400,2 0 2 2 2 2 0 2 2 0 2 2 1,2: ドイツ勝ち,0: 引き分け,2: スペイン勝ち,2: ポルトガル勝ち,2: オーストリア勝ち,2: オランダ勝ち,0: 引き分け,2: フランス勝ち,2: イングランド勝ち,0: 引き分け,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2022220220221,2,0,2,2,2,2,0,2,2,0,2,2,1,direct,44,1,-6.470985,重複なしの直接購入行。1行を1口だけ買う。
45,4500,2 1 2 2 0 2 1 2 2 2 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,2: ポルトガル勝ち,0: 引き分け,2: オランダ勝ち,1: パラグアイ勝ち,2: フランス勝ち,2: イングランド勝ち,2: ウズベキスタン勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2122021222221,2,1,2,2,0,2,1,2,2,2,2,2,1,direct,45,1,-6.487214,重複なしの直接購入行。1行を1口だけ買う。
46,4600,2 0 2 0 2 2 0 2 2 1 2 2 1,2: ドイツ勝ち,0: 引き分け,2: スペイン勝ち,0: 引き分け,2: オーストリア勝ち,2: オランダ勝ち,0: 引き分け,2: フランス勝ち,2: イングランド勝ち,1: コンゴ民主共和国勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2020220221221,2,0,2,0,2,2,0,2,2,1,2,2,1,direct,46,1,-6.510097,重複なしの直接購入行。1行を1口だけ買う。
47,4700,2 0 2 0 2 2 0 2 2 0 2 2 1,2: ドイツ勝ち,0: 引き分け,2: スペイン勝ち,0: 引き分け,2: オーストリア勝ち,2: オランダ勝ち,0: 引き分け,2: フランス勝ち,2: イングランド勝ち,0: 引き分け,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2020220220221,2,0,2,0,2,2,0,2,2,0,2,2,1,direct,47,1,-6.516952,重複なしの直接購入行。1行を1口だけ買う。
48,4800,2 1 2 1 2 2 1 2 2 2 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,1: コロンビア勝ち,2: オーストリア勝ち,2: オランダ勝ち,1: パラグアイ勝ち,2: フランス勝ち,2: イングランド勝ち,2: ウズベキスタン勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2121221222221,2,1,2,1,2,2,1,2,2,2,2,2,1,direct,48,1,-6.521012,重複なしの直接購入行。1行を1口だけ買う。
49,4900,2 1 2 1 0 2 0 2 2 1 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,1: コロンビア勝ち,0: 引き分け,2: オランダ勝ち,0: 引き分け,2: フランス勝ち,2: イングランド勝ち,1: コンゴ民主共和国勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2121020221221,2,1,2,1,0,2,0,2,2,1,2,2,1,direct,49,1,-6.522342,重複なしの直接購入行。1行を1口だけ買う。
50,5000,2 1 2 1 0 2 0 2 2 0 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,1: コロンビア勝ち,0: 引き分け,2: オランダ勝ち,0: 引き分け,2: フランス勝ち,2: イングランド勝ち,0: 引き分け,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2121020220221,2,1,2,1,0,2,0,2,2,0,2,2,1,direct,50,1,-6.529197,重複なしの直接購入行。1行を1口だけ買う。
51,5100,2 1 2 0 0 2 1 2 2 2 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,0: 引き分け,0: 引き分け,2: オランダ勝ち,1: パラグアイ勝ち,2: フランス勝ち,2: イングランド勝ち,2: ウズベキスタン勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2120021222221,2,1,2,0,0,2,1,2,2,2,2,2,1,direct,51,1,-6.533182,重複なしの直接購入行。1行を1口だけ買う。
52,5200,2 1 2 2 0 2 0 2 2 2 2 2 1,2: ドイツ勝ち,1: 日本勝ち,2: スペイン勝ち,2: ポルトガル勝ち,0: 引き分け,2: オランダ勝ち,0: 引き分け,2: フランス勝ち,2: イングランド勝ち,2: ウズベキスタン勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2122020222221,2,1,2,2,0,2,0,2,2,2,2,2,1,direct,52,1,-6.550710,重複なしの直接購入行。1行を1口だけ買う。
53,5300,2 0 2 2 2 2 2 2 2 1 2 2 1,2: ドイツ勝ち,0: 引き分け,2: スペイン勝ち,2: ポルトガル勝ち,2: オーストリア勝ち,2: オランダ勝ち,2: オーストラリア勝ち,2: フランス勝ち,2: イングランド勝ち,1: コンゴ民主共和国勝ち,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2022222221221,2,0,2,2,2,2,2,2,2,1,2,2,1,direct,53,1,-6.554704,重複なしの直接購入行。1行を1口だけ買う。
54,5400,2 0 2 2 2 2 2 2 2 0 2 2 1,2: ドイツ勝ち,0: 引き分け,2: スペイン勝ち,2: ポルトガル勝ち,2: オーストリア勝ち,2: オランダ勝ち,2: オーストラリア勝ち,2: フランス勝ち,2: イングランド勝ち,0: 引き分け,2: アルゼンチン勝ち,2: ベルギー勝ち,1: クロアチア勝ち,2022222220221,2,0,2,2,2,2,2,2,2,0,2,2,1,direct,54,1,-6.561559,重複なしの直接購入行。1行を1口だけ買う。
